tax_assessment_id,id,2022.value,2022.land,2022.improvements,2021.value,2021.land,2021.improvements,2020.value,2020.land,2020.improvements,2023.value,2023.land,2023.improvements,2019.value,2019.land,2019.improvements,2018.value,2018.land,2018.improvements,2017.value,2017.land,2017.improvements,2024.value
432,"1234-Sweet-Gum-Dr,-Brandon,-FL-33511",124947.0,,,121308.0,,,119633.0,,,,,,,,,,,,,,,
433,"14447-Austin-Creek-Ave,-Bakersfield,-CA-93314",,,,,,,481980.0,112087.0,369893.0,506644.0,117822.0,388822.0,,,,,,,,,,
434,"3440-E-Berkshire-Ct,-Unit-C,-Orange,-CA-92869",413077.0,234340.0,178737.0,,,,,,,421338.0,239027.0,182311.0,,,,,,,,,,
435,"17770-Seidner-Ave,-Escalon,-CA-95320",,,,,,,,,,,,,,,,,,,,,,
436,"2159-State-Rte,-131,-Batavia,-OH-45103",,,,,,,,,,,,,,,,,,,,,,
437,"3306-Pepperhill-Rd,-Lexington,-KY-40502",,,,265000.0,,,,,,265000.0,,,,,,,,,,,,
438,"2547-Sandy-Lake-Dr,-Friendswood,-TX-77546",290580.0,125760.0,164820.0,,,,,,,,,,,,,,,,,,,
439,"9814-N-2nd-Pl,-Phoenix,-AZ-85020",19730.0,3940.0,15790.0,,,,,,,,,,,,,,,,,,,
440,"19183-Robson-St,-Detroit,-MI-48235",35200.0,,,,,,26700.0,,,44000.0,,,,,,,,,,,,
441,"653-Lindell-Ave,-Apt-1,-Louisville,-KY-40211",,,,,,,,,,,,,,,,,,,,,,
442,"2321-Old-Greenville-Hwy,-Pendleton,-SC-29670",17620.0,1340.0,16280.0,,,,,,,,,,,,,,,,,,,
443,"295-Seven-Farms-Dr,-Ste-201,-Daniel-Island,-SC-29492",,,,,,,,,,,,,,,,,,,,,,
444,"914-Taxus-Dr,-Apt-103,-Odenton,-MD-21113",,,,,,,,,,,,,,,,,,,,,,
445,"310-Jennie-Ave,-Oxford,-MS-38655",,,,,,,,,,,,,,,,,,,,,,
446,"180-Fairway-Dr,-Abingdon,-VA-24211",,,,,,,,,,,,,,,,,,,,,,
447,"6520-Fairlawn-Dr,-Frisco,-TX-75035",473162.0,105000.0,368162.0,,,,,,,522042.0,126000.0,396042.0,,,,,,,,,,
448,"690-Lake-16-Dr,-Allegan,-MI-49010",77900.0,25400.0,52500.0,,,,,,,,,,,,,,,,,,,
449,"4346-Middlebrook-Rd,-Orlando,-FL-32811",51774.0,,,,,,,,,,,,48457.0,,,,,,,,,
450,"3964-Pomodoro-Cir,-Unit-104,-Cape-Coral,-FL-33909",103533.0,,,,,,,,,,,,,,,,,,,,,
451,"101-Eagle-Trace-Ct,-Panama-City-Beach,-FL-32413",290833.0,72300.0,218533.0,,,,,,,,,,,,,,,,,,,
452,"5438-E-20th-Pl,-Indianapolis,-IN-46218",105500.0,9000.0,96500.0,91200.0,9000.0,82200.0,,,,,,,,,,,,,,,,
453,"2332-Cerberus-Dr,-San-Antonio,-TX-78245",302850.0,39880.0,262970.0,243310.0,36260.0,207050.0,,,,310000.0,47790.0,262210.0,,,,,,,,,,
454,"7529-Southridge-Ln,-Savage,-MN-55378",,,,,,,,,,236600.0,73500.0,163100.0,,,,,,,,,,
455,"1006-Knollwood-Dr,-Birmingham,-AL-35242",,,,53180.0,,,,,,,,,,,,,,,,,,
456,"1130-Mountainbrook-Dr,-Shreveport,-LA-71118",,,,14940.0,2996.0,11944.0,,,,18859.0,2996.0,15863.0,,,,,,,,,,
457,"10111-Palo-Alto-St,-Rancho-Cucamonga,-CA-91730",,,,,,,,,,,,,,,,,,,,,,
458,"1-Ardley-Ln,-Bella-Vista,-AR-72714",28450.0,800.0,27650.0,,,,,,,,,,,,,,,,,,,
459,"228-Ollie-Miller-Rd,-Jasper,-AL-35504",,,,,,,,,,,,,,,,,,,,,,
460,"83-Barrett-Ave,-Worcester,-MA-01605",,,,,,,,,,414100.0,103300.0,310800.0,,,,,,,,,,
461,"390-Harrison-Ave,-Apt-821,-Boston,-MA-02118",,,,,,,,,,,,,,,,,,,,,,
462,"PO-Box-482,-Gloucester-Point,-VA-23062",,,,,,,,,,,,,,,,,,,,,,
463,"27128-E-Lana-Ln,-Conroe,-TX-77385",197080.0,58000.0,181110.0,,,,163570.0,11690.0,160390.0,216790.0,58000.0,188360.0,,,,,,,,,,
464,"27-Kensington-Dr,-Mount-Holly,-NJ-08060",294500.0,67900.0,226600.0,,,,,,,,,,,,,,,,,,,
465,"3513-Roller-Xing,-Austin,-TX-78728",435594.0,275000.0,160594.0,,,,251900.0,75000.0,176900.0,446447.0,275000.0,171447.0,251900.0,75000.0,176900.0,,,,,,,
466,"2584-Panola-Rd,-Lithonia,-GA-30058",,,,,,,,,,,,,,,,,,,,,,
467,"2251-Forest-St,-Denver,-CO-80207",,,,59230.0,37970.0,21260.0,,,,,,,,,,,,,,,,
468,"2211-Butte-Pl,-Davis,-CA-95616",,,,,,,,,,182438.0,22175.0,160263.0,,,,,,,,,,
469,"2017-Warfield-Ave---B,-Redondo-Beach,-CA-90278",628012.0,405365.0,222647.0,,,,609386.0,393342.0,216044.0,,,,,,,,,,,,,
470,"179-Mahaffey-Dr,-Richmond-Hill,-GA-31324",119880.0,30000.0,89880.0,104640.0,30000.0,74640.0,,,,,,,,,,,,,,,,
471,"2101-Sw-Sunset-Blvd,-Apt-A112,-Renton,-WA-98057",,,,,,,,,,,,,,,,,,,,,,
472,"890-Old-Rocky-Rd,-Atlanta,-GA-30349",39200.0,3800.0,35400.0,38040.0,3680.0,34360.0,37600.0,3640.0,33960.0,,,,,,,,,,,,,
473,"640-W-Caladium-Cir,---B,-Panama-City-Beach,-FL-32413",,,,,,,84133.0,13481.0,70652.0,,,,,,,,,,,,,
474,"502-E-Chapman-Ave,-Fullerton,-CA-92832",,,,,,,,,,180513.0,108735.0,71778.0,,,,,,,,,,
475,"8-Serpentine-Rd,-Ringwood,-NJ-07456",230500.0,136500.0,94000.0,,,,,,,,,,,,,,,,,,,
476,"224-Bay-48th-St,-Brooklyn,-NY-11214",38220.0,11040.0,27180.0,,,,,,,43620.0,11040.0,32580.0,37080.0,11040.0,26040.0,,,,,,,
477,"7033-S-2980-W,-West-Jordan,-UT-84084",284735.0,82500.0,202235.0,,,,290500.0,115000.0,175500.0,,,,,,,,,,,,,
478,"8422-Ne-Knott-St,-Unit-B,-Portland,-OR-97220",,,,,,,,,,,,,,,,,,,,,,
479,"782-Bristol-Way,-Lithonia,-GA-30058",93400.0,11000.0,82400.0,80760.0,11000.0,69760.0,69640.0,11000.0,58640.0,,,,,,,,,,,,,
480,"136-Burns-Rd,-Spartanburg,-SC-29307",3780.0,540.0,3240.0,,,,,,,,,,,,,,,,,,,
481,"2025-Sterling-Gate-Dr,-Heartland,-TX-75126",277315.0,70000.0,207315.0,,,,201690.0,55000.0,146690.0,304185.0,70000.0,234185.0,200370.0,45000.0,155370.0,,,,,,,
482,"5814-Maylandia-Rd,-Charlotte,-NC-28269",252400.0,50000.0,202400.0,252400.0,50000.0,202400.0,,,,363600.0,103500.0,260100.0,,,,,,,,,,
483,"8960-Sw-Hwy,-200-Ste-4,-Ocala,-FL-34481",,,,,,,,,,,,,,,,,,,,,,
484,"813-Sw-2nd-St,-Cape-Coral,-FL-33991",,,,,,,,,,,,,,,,,,,,,,
485,"2421-Lake-Kismet-Ter,-Cape-Coral,-FL-33993",,,,,,,,,,,,,,,,,,,,,,
486,"6-Teenia-St,-Thomasville,-NC-27360",111910.0,,,,,,,,,111910.0,,,,,,,,,,,,
487,"Cherokee-Dr,-Salida,-CO-81201",,,,,,,,,,,,,,,,,,,,,,
488,"7220-Lake-Hill-Trl,-Sachse,-TX-75048",388078.0,84000.0,304078.0,296136.0,68250.0,227886.0,,,,421738.0,105000.0,316738.0,,,,,,,,,,
489,"520-N-New-Jersey-St,-Indianapolis,-IN-46204",,,,,,,,,,,,,,,,,,,,,,
490,"1822-21st-St,-Apt-C,-Santa-Monica,-CA-90404",,,,,,,,,,,,,,,,,,,,,,
491,"1821-65th-St,-Kenosha,-WI-53143",69700.0,11300.0,58400.0,69700.0,11300.0,58400.0,,,,,,,,,,,,,,,,
492,"193-N-5th-St,-Apt-1,-San-Jose,-CA-95112",,,,,,,,,,,,,,,,,,,,,,
493,"3020-Westminster-Dr,-Dallas,-TX-75234",510720.0,70000.0,440720.0,,,,,,,,,,,,,,,,,,,
494,"4937-Sw-Nevada-Ct,-Portland,-OR-97219",,,,,,,,,,,,,,,,,,,,,,
495,"101-Brown-Dr,-Warner-Robins,-GA-31093",33264.0,5400.0,27864.0,,,,,,,,,,,,,,,,,,,
496,"4957-Katella-Ave-Ste-B,-Cypress,-CA-90720",,,,,,,,,,,,,,,,,,,,,,
497,"2017-Dorchester-Rd,-Oklahoma-City,-OK-73130",18676.0,2747.0,15929.0,,,,,,,19609.0,2462.0,17147.0,,,,,,,,,,
498,"29-Glenwood-Ave,-Cambridge,-MA-02139",,,,,,,,,,,,,,,,,,,,,,
499,"494-Bridgeport-Ave-NW,-Palm-Bay,-FL-32907",201670.0,36760.0,164910.0,,,,,,,,,,,,,,,,,,,
